qseqid,frequency
"Pseudomonas aeruginosa strain JNQH-PA027 chromosome, complete genome",1
Acidovorax sp. JMULE5 chromosome,4
"Thiocapsa bogorovii strain BBS chromosome, complete genome",10
"Homo sapiens histone H3 (HIST1H3D) gene, complete cds",1
"Uncultured bacterium clone a46 16S ribosomal RNA gene, partial sequence",1
Saccharomyces cerevisiae strain S288C-SK1-cross isolate tetrad 8 spore a chromosome X,4
"Bradyrhizobium sp. strain TUTSAN 48.8 16S ribosomal RNA gene, partial sequence",1
"Gomphroa boissii isolate hyp 5.8S ribosomal RNA gene, partial sequence; internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone EBP1635",1
"Uncultured bacterium clone GD3::G9RA0RH03FYVJW 16S ribosomal RNA gene, partial sequence",1
"Chitinimonas koreensis strain R2A43-10 chromosome, complete genome",1
"Homo sapiens FOSMID clone COR2A-DD0002SD0NU_O11 from chromosome 1, complete sequence",1
"Escherichia coli strain XD35 chromosome, complete genome",3
"Sorangium cellulosum strain So ce 56 23S ribosomal RNA gene, complete sequence",3
"Bacillus toyonensis strain HA0190 chromosome, complete genome",2
"Homo sapiens clone DGCR6_iso-A_adult-A08 DiGeorge syndrome critical region 6 isoform A (DGCR6) mRNA, complete cds, alternatively spliced",1
"Paracatonia sp. JMU-2012 28S ribosomal RNA gene, partial sequence",1
"Azospira restricta strain DSM 18626 chromosome, complete genome",4
Ahrensia kielensis clone MV37 outer membrane vesicle-derived fragment sequence,1
"Uncultured bacterium clone F5K2Q4C04JLJKR 23S ribosomal RNA gene, partial sequence",3
"Uncultured bacterium clone QKAC3ZA011 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens chromosome 11, clone CTD-2647G13, complete sequence",1
"Uncultured bacterium clone Tat-08-001_103 16S ribosomal RNA gene, partial sequence",1
"Metschnikowia arizonensis strain UWOPS 99-103.3.1 external transcribed spacer, small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2, large subunit ribosomal RNA gene, and intergenic spacer, complete sequence",1
"Paucibacter sp. strain M5-1 16S ribosomal RNA gene, partial sequence",3
"Arcobacter nitrofigilis strain CI 23S ribosomal RNA gene, complete sequence",3
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: ust3-85",1
"Human DNA sequence from clone RP11-392A14 on chromosome 9, complete sequence",1
"Variovorax paradoxus B4 chromosome 1, complete sequence",2
Saccharomyces cerevisiae strain S288C-SK1-cross isolate tetrad 8 spore a chromosome XI,2
"Deefgea tanakiae strain D25 chromosome, complete genome",7
"Uncultured bacterium clone QKAC4ZD031 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IH61I 23S ribosomal RNA gene, partial sequence",2
Homo sapiens KIAA0837 mRNA for KIAA0837 protein,1
"Massilia sp. NP310 chromosome, complete genome",5
"Uncultured bacterium clone Microplastics_LRC_5 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",5
"Synthetic construct Homo sapiens clone ccsbBroadEn_07016 SULT1A3 gene, encodes complete protein",1
"Uncultured beta proteobacterium clone W2C7 16S ribosomal RNA gene, partial sequence",1
"Aquabacterium parvum strain S_WO.AB15.069 16S ribosomal RNA gene, partial sequence",7
"Uncultured bacterium clone Y150 16S ribosomal RNA gene, partial sequence",1
"Rhodoferax saidenbachensis strain S_WE.S11.044 16S ribosomal RNA gene, partial sequence",1
"Cervus elaphus genome assembly, chromosome: 7",6
"Aquincola sp. strain X07 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium partial 16S rRNA gene, clone Ib_Per_23-F12-T7",1
"Klebsiella variicola subsp. variicola strain KPN692 chromosome, complete genome",3
"Homo sapiens clone HIP1009 major histocompatibility complex class II gene locus, partial sequence",1
"Uncultured bacterium clone nck217e06c1 16S ribosomal RNA gene, partial sequence",1
"Macrothele sp. CRBAMM001701 28S ribosomal RNA gene, partial sequence",1
"Homo sapiens ribosomal protein S6 kinase B1 pseudogene (LOC100287072), non-coding RNA",1
Lysobacter sp. CJ11 chromosome,1
"Uncultured bacterium clone 16saw122-3e10 16S ribosomal RNA gene, partial sequence",1
"Burkholderia ambifaria strain B21-004 chromosome 2, complete sequence",7
"Uncultured bacterium clone RS-B25 16S ribosomal RNA gene, partial sequence",1
"Ferrigenium kumadai An22 DNA, complete genome",1
"Quercus rubra isolate DM598B small subunit ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",2
"Synura punctulosa strain W83 large subunit ribosomal RNA gene, partial sequence",1
"PREDICTED: Macaca fascicularis uncharacterized LOC107129600 (LOC107129600), ncRNA",1
"Symbiopectobacterium purcellii strain SyEd1 chromosome, complete genome",1
"Uncultured bacterium clone CR_197 16S ribosomal RNA gene, partial sequence",1
"Nevskia ramosa strain S_WE.AI5.063 16S ribosomal RNA gene, partial sequence",3
"Acinetobacter sp. strain bas2 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone PS_Site3_LRC-1 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",2
"Atopobium sp. oral taxon 416 strain W9116 chromosome, complete genome",1
"Delftia sp. WY8 chromosome, complete genome",4
"Uncultured bacterium gene for 16S rRNA, partial sequence, clone: TK-632E03",1
"Escherichia coli strain B16EC0262 chromosome, complete genome",2
"Homo sapiens chromosome 5 clone CTC-250P20, complete sequence",1
"Uncultured bacterium clone 26-95 16S ribosomal RNA gene, partial sequence",1
"Phyllobacterium sp. 628 chromosome, complete genome",16
"Uncultured bacterium clone ncd2000b01c1 16S ribosomal RNA gene, partial sequence",1
"Roseibacterium elongatum strain DFL-43 23S ribosomal RNA, complete sequence",5
"Limnohabitans parvus genomic DNA containing partial 16S rRNA gene, 16S rRNA-23S rRNA IGS and partial 23S rRNA gene, strain VIII-A6",1
"Uncultured bacterium clone Reactor1_58 16S ribosomal RNA gene, partial sequence",1
"Ruegeria pomeroyi strain DSS-3-B chromosome, complete genome",3
"Uncultured bacterium clone ncd2575g01c1 16S ribosomal RNA gene, partial sequence",4
"Uncultured bacterium clone AB94 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone b18-94 16S ribosomal RNA gene, partial sequence",1
"Pan troglodytes BAC clone CH251-595M17 from chromosome 22, complete sequence",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04340",1
Escherichia coli strain Colony167 chromosome,5
Qipengyuania xiapuensis strain 1NDW3 chromosome,1
"Limosilactobacillus reuteri strain VHProbi M07 chromosome, complete genome",14
"Escherichia coli NIPH17_0036 DNA, complete genome",1
"Bos taurus genome assembly, chromosome: 14",1
"Uncultured bacterium clone F5K2Q4C04JJTQO 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone OL-KR42/175m_D5",1
"Uncultured bacterium partial 16S rRNA gene, clone Filia_1_A9",1
"Homo sapiens kallikrein B1 (KLKB1), RefSeqGene (LRG_565) on chromosome 4",1
"Uncultured bacterium clone MD151 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone MD235 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone ER-EC-11_10D 16S ribosomal RNA gene, partial sequence",1
"Shewanella zhangzhouensis strain FJAT-52072 chromosome, complete genome",1
"Paracoccus marcusii strain S-8 16S ribosomal RNA gene, partial sequence",2
"Uncultured Zoogloea sp. clone as2-26 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IPHN2 23S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain Samah 2021 16S ribosomal RNA gene, partial sequence",3
"Escherichia coli O157:H7 strain 7.1_Anguil chromosome, complete genome",1
"Cellulomonas iranensis strain ZJW-6 chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04ISZPH 23S ribosomal RNA gene, partial sequence",3
"Roseibium aggregatum strain LZB033 chromosome, complete genome",5
"Euglena clara strain SAG 25.98 large subunit ribosomal RNA gene, partial sequence",1
"Acinetobacter sp. strain NS-19 16S ribosomal RNA gene, partial sequence",2
"Homo sapiens BAC clone RP11-1299A16 from 4, complete sequence",1
"Uncultured bacterium clone s18 23S ribosomal RNA gene, partial sequence",4
"Chromobacterium haemolyticum strain WI5 chromosome, complete genome",6
"Halopseudomonas aestusnigri strain GOM5 chromosome, complete genome",6
"Uncultured bacterium clone BIGH1358 16S ribosomal RNA gene, partial sequence",1
"Monomorphina pyrum strain Yeonhwaji091109R 23S large subunit ribosomal RNA gene, partial sequence; plastid",1
"Uncultured bacterium clone MD257 16S ribosomal RNA gene, partial sequence",3
Homo sapiens 3 BAC RP11-67F24 (Roswell Park Cancer Institute Human BAC Library) complete sequence,1
"Variovorax guangxiensis strain LG-Z3 16S ribosomal RNA gene, partial sequence",3
"Escherichia coli strain DS26-1 chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04I9PAA 23S ribosomal RNA gene, partial sequence",2
"Candidatus Nardonella dryophthoridicola strain NardRF chromosome, complete genome",1
"Uncultured bacterium clone Medium_B14 16S ribosomal RNA gene, partial sequence",1
"Serratia liquefaciens strain ATCC 27592 23S ribosomal RNA gene, complete sequence",5
"Uncultured bacterium clone RIC1_8F_c09 16S ribosomal RNA gene, partial sequence",1
"Klebsiella pneumoniae strain DJ genome assembly, chromosome: DJ_",1
"Uncultured Propionibacterium sp. partial 16S rRNA gene, isolate DGGE band FI53",1
"Uncultured bacterium partial 16S rRNA gene, clone EBP1744",7
"Uncultured Enterobacteriaceae bacterium clone DVBSW_D287 16S ribosomal RNA gene, partial sequence",1
"Erythrobasidium proteacearum strain BRIP 66928 large subunit ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone JJ105 16S ribosomal RNA gene, partial sequence",1
"Zoogloea sp. strain SW21HD20 16S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone F5K2Q4C04IB3SE 23S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP1-102G20 on chromosome 1q24-25, complete sequence",1
"Uncultured Pantoea sp. clone WCFC219 16S ribosomal RNA gene, partial sequence",1
"Caulobacter segnis strain TK0059 23S ribosomal RNA gene, complete sequence",1
"MAG: Alphaproteobacteria bacterium isolate Lyne_18-Q3-R50-59_MAXAC.325_cln chromosome, complete genome",1
"Parabacteroides merdae strain FDAARGOS_1586 chromosome, complete genome",1
"Malassezia furfur isolate AFTOL-ID 855 25S large subunit ribosomal RNA gene, partial sequence",1
"Uncultured Enterobacterales bacterium clone OTU264 16S ribosomal RNA gene, partial sequence",1
"Klebsiella variicola subsp. tropica strain CDC4241-71 chromosome, complete genome",1
"Novosphingobium kaempferiae strain Sx8-5 chromosome, complete genome",6
"Xanthobacter dioxanivorans strain YN2 16S ribosomal RNA gene, partial sequence",1
"Bradyrhizobium sp. aic6 23S ribosomal RNA gene, partial sequence",1
"Mallomonas marina strain Dongho031817J large subunit ribosomal RNA gene, partial sequence; chloroplast",3
"Uncultured bacterium clone nck244d05c1 16S ribosomal RNA gene, partial sequence",1
"Salmonella enterica strain CFSAN057252 chromosome, complete genome",1
"Human DNA sequence from clone RP11-15I11 on chromosome 1, complete sequence",1
"Uncultured Rhodocyclaceae bacterium clone 6901 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone CH17-456N2 from chromosome unknown, complete sequence",1
"Alicycliphilus denitrificans I51 DNA, complete genome",1
"Aquirufa lenticrescens strain 9H-EGSE chromosome, complete genome",4
Paracoccus denitrificans strain R-1 chromosome 1,1
"Albirhodobacter sp. strain KMM 3658 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone KG15EPSG09 23S ribosomal RNA gene, partial sequence",1
"Zoogloea oryzae strain QG-1 16S ribosomal RNA gene, partial sequence",1
"Burkholderia cepacia strain M6 16S ribosomal RNA gene, partial sequence",4
"Uncultured eukaryote clone F5K2Q4C04J3RCD 28S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone Llong_Lliat_1_G6",1
"Morganella morganii strain CTX51T chromosome, complete genome",1
"Uncultured bacterium clone SeaWat_O739 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone CH17-340M24 from chromosome x, complete sequence",1
Devosia oryziradicis strain G19 chromosome,2
"Uncultured bacterium clone F5K2Q4C04I4V74 23S ribosomal RNA gene, partial sequence",4
"Uncultured bacterium clone F5K2Q4C04J10N6 23S ribosomal RNA gene, partial sequence",2
"Uncultured bacterium clone F5K2Q4C04IKYOM 23S ribosomal RNA gene, partial sequence",2
"Chitinophagaceae bacterium LGM1 chromosome, complete genome",1
"Homo sapiens collagen type XXVI alpha 1 chain (COL26A1), RefSeqGene on chromosome 7",1
"Uncultured bacterium clone PET_Site1_LRC_1 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",12
"Uncultured fungus clone GKJWQY101ALJ9E 28S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IO2HI 23S ribosomal RNA gene, partial sequence",2
"Sphingomonas fonticola strain 21SJ09W-S21 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IQDP3 23S ribosomal RNA gene, partial sequence",4
"Solanum pennellii chromosome ch07, complete genome",1
"Uncultured bacterium clone B24-92 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04H935T 23S ribosomal RNA gene, partial sequence",1
"Dechloromonas sp. TW-R-39-2 chromosome, complete genome",1
"Candidatus Tremblaya phenacola PAVE, complete genome",1
"Simplicispira sp. strain NBSH78 16S ribosomal RNA gene, partial sequence",19
"Burkholderia contaminans strain toggle1 plasmid unnamed3, complete sequence",4
"Pichia membranifaciens genomic DNA containing 28S rRNA gene, strain ABM5031",1
"Uncultured bacterium clone F5K2Q4C04H3IPI 23S ribosomal RNA gene, partial sequence",2
"Homo sapiens chromosome 3 clone RP11-228H5, complete sequence",1
"Herminiimonas aquatilis strain 21LW1-65 16S ribosomal RNA gene, partial sequence",3
"Ochromonas danica mitochondrial DNA, complete genome",1
"PREDICTED: Macaca fascicularis NME/NM23 nucleoside diphosphate kinase 6 (NME6), transcript variant X4, mRNA",1
Gorilla rRNA gene internal transcribed spacer 1 (ITS1),1
"Uncultured bacterium clone F5K2Q4C04IZ6QA 23S ribosomal RNA gene, partial sequence",1
"Kodamaea ohmeri strain HYJM34 26S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04ICW3C 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone B26t3u26 16S ribosomal RNA gene, partial sequence",1
"Uncultured fungus clone FAS_64 18S small subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ZZ408_16 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",3
"Pan troglodytes BAC clone CH251-587P5 from chromosome 7, complete sequence",2
"Cognatishimia activa strain ECT2AJA-044 chromosome, complete genome",2
"Uncultured bacterium isolate DGGE gel band PEb8 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone d_379_AG_Prop_355 16S ribosomal RNA gene, partial sequence",1
Homo sapiens clone LA13_165F6 sequence,6
"Bifidobacterium longum strain VHProbi Y08 chromosome, complete genome",5
"Uncultured bacterium clone F5K2Q4C04JNFPP 23S ribosomal RNA gene, partial sequence",7
"Morganella morganii strain FAM24681 chromosome, complete genome",1
"Homo sapiens eukaryotic translation initiation factor 2 alpha kinase 4 (EIF2AK4), RefSeqGene on chromosome 15",1
"Uncultured bacterium clone LONG_SPR_02H 16S ribosomal RNA gene, partial sequence",1
"Herbaspirillum huttiense strain 266 23S ribosomal RNA gene, partial sequence",6
"Uncultured bacterium clone TSC14 16S ribosomal RNA gene, partial sequence",2
"Sinomicrobium kalidii strain HD2P242 chromosome, complete genome",2
"Serratia marcescens strain PS13(A) 16S ribosomal RNA gene, partial sequence",1
"Collimonas fungivorans strain Ter331 23S ribosomal RNA gene, complete sequence",3
Streptococcus anginosus strain 47S1 chromosome,1
"Uncultured bacterium clone RW6224 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone wk3_28",1
"Miltoncostaea oceani strain SCSIO 61214 chromosome, complete genome",2
"Chironomidae sp. Cy2020 sp1 voucher Chironomidae_Cy2020_sp1 small subunit ribosomal RNA gene, partial sequence",3
"Uncultured bacterium clone T08S1C3Bac2 16S ribosomal RNA gene, partial sequence",1
Uncultured bacterium clone S09_PE_34 genomic sequence,3
"Uncultured bacterium clone F5K2Q4C04I5U58 23S ribosomal RNA gene, partial sequence",3
"Cupriavidus campinensis strain C19 16S ribosomal RNA gene, partial sequence",2
"Shinella sp. NP526a 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacteria partial 16S rRNA gene, clone 000ED",1
"Uncultured bacterium clone SG1A07 16S ribosomal RNA gene, partial sequence",1
"Brevundimonas nasdae strain A30 chromosome, complete genome",2
"Serratia liquefaciens strain LPI5 16S ribosomal RNA gene, partial sequence",1
"Gellertiella hungarica strain IND-2-6 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ncd2512c03c1 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens chromosome 5 clone RP11-297G19, complete sequence",1
"Polynucleobacter sp. AM-7D1 chromosome, complete genome",14
"Flavobacterium channae strain KSM-R2A30 chromosome, complete genome",6
"Uncultured bacterium clone 70101 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"PREDICTED: Saimiri boliviensis boliviensis synaptojanin 2 (SYNJ2), transcript variant X6, mRNA",1
"Sinorhizobium arboris strain LMG14919 clone SARB159A conserved hypothetical protein and putative transcriptional regulator genes, partial cds",1
"Brevundimonas sp. strain RT-23 16S ribosomal RNA gene, partial sequence",1
"Uncultured beta proteobacterium clone 0M2_H2 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 12260798(S)-29 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F1Q32TO05FQ0F9 16S ribosomal RNA gene, partial sequence",1
"Xanthobacter xylophilus strain Z-0055 16S ribosomal RNA gene, partial sequence",1
A.porrum LDJ2 mRNA,1
"Uncultured bacterium clone MAY10C17 16S ribosomal RNA gene, partial sequence",2
"Homo sapiens BAC clone RP11-461M18 from 2, complete sequence",1
"PREDICTED: Macaca fascicularis REV3 like, DNA directed polymerase zeta catalytic subunit (REV3L), transcript variant X5, mRNA",1
"Homo sapiens BAC clone RP11-425A23 from 4, complete sequence",1
"Uncultured bacterium clone NBFF15 23S ribosomal RNA gene, partial sequence",2
"Uncultured beta proteobacterium clone S-5-60 16S ribosomal RNA gene, partial sequence",2
"Aeromonas media strain WS 23S ribosomal RNA gene, complete sequence",2
"Homo sapiens PAC clone RP5-1102A12 from 7, complete sequence",1
"Aliiruegeria lutimaris strain BD11-15 16S ribosomal RNA gene, partial sequence",1
"Burkholderia cepacia strain ACNM6 16S ribosomal RNA gene, partial sequence",1
"Gari tellinella genome assembly, chromosome: 15",1
"Human DNA sequence from clone RP11-524O24 on chromosome 10, complete sequence",1
"Janthinobacterium sp. PAMC25594 chromosome, complete genome",1
"Uncultured bacterium clone PAH3week11ConcAnoxic_M05_9_B11 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone CH17-26M1 from chromosome 12, complete sequence",1
Sporisorium reilianum SRZ2 chromosome 3 complete DNA sequence,1
"Escherichia coli strain F16EC0589 chromosome, complete genome",1
"Herbaspirillum seropedicae SmR1 strain SmR1 5S ribosomal RNA, complete sequence",5
"Methylobacillus flagellatus strain KT 23S ribosomal RNA gene, complete sequence",2
"Riemerella anatipestifer strain RCAD0122 chromosome, complete genome",13
"Uncultured bacterium clone A1F_24 16S ribosomal RNA gene, partial sequence",1
"Burkholderia seminalis strain 869T2 chromosome 1, complete sequence",2
"Uncultured bacterium clone INDI_S_SPR_03A 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone SK3_GcBYyy24 16S ribosomal RNA gene, partial sequence",1
"Phyllobacterium myrsinacearum isolate OTU-c70 16S ribosomal RNA gene, partial sequence",1
"Klebsiella pneumoniae strain KPN342 chromosome, complete genome",4
"PREDICTED: Macaca fascicularis ataxin 2 like (ATXN2L), transcript variant X43, mRNA",1
"Homo sapiens BAC clone RP11-229D13 from 7, complete sequence",1
"Synthetic construct Homo sapiens clone IMAGE:100069209, MGC:199220 Fanconi anemia, complementation group A (FANCA) mRNA, encodes complete protein",1
"PREDICTED: Polistes fuscatus small subunit ribosomal RNA (LOC122515979), rRNA",1
"Bdellovibrio bacteriovorus strain 109J, complete genome",1
"Uncultured Comamonadaceae bacterium clone 3.29m33 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone k500m-mud-40 16S ribosomal RNA gene, partial sequence",1
"Saccharomyces cerevisiae strain ZT-Sce.2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",1
"MAG: Methylophilaceae bacterium isolate M30B5 chromosome, complete genome",1
"Balticola droebakensis isolate UTEX 55 26S ribosomal RNA gene, partial sequence",1
Carpinus viminea chromosome 7,1
"Maclura tricuspidata 26S ribosomal RNA gene, partial sequence",1
Salmonella enterica subsp. enterica strain DRB_0883TJX21 chromosome,3
"Candida parapsilosis strain T1-6 large subunit ribosomal RNA gene, partial sequence",1
"Serpentinomonas raichei DNA, complete genome",1
"Thioclava electrotropha strain Elox9 chromosome, complete genome",1
"Chryseobacterium turcicum strain C-17 chromosome, complete genome",2
Rhizobacter sp. AJA081-3 chromosome,9
"Weissella diestrammenae strain KACC 16890 chromosome, complete genome",8
"Uncultured bacterium clone ncd374b07c1 16S ribosomal RNA gene, partial sequence",1
"Scrippsiella hangoei isolate D057 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",1
"Klebsiella quasipneumoniae strain JNQH473 chromosome, complete genome",1
"Homo sapiens chromosome 5 clone RP11-241G9, complete sequence",1
"Burkholderia vietnamiensis strain FDAARGOS_1590 chromosome 3, complete sequence",1
"Burkholderia cepacia strain Y17 16S ribosomal RNA gene, partial sequence",4
"Bacterium Ellin514 23S rRNA gene, isolate Ellin514",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus03989",1
Homo sapiens lncRNA for PREDICTED lncRNA (TCONS_00164001),1
"Paludibacterium sp. B53371 chromosome, complete genome",1
"Pseudomonas wenzhouensis strain A20 chromosome, complete genome",1
"Chaenea vorax isolate PHB08120203 28S ribosomal RNA gene, partial sequence",1
Alpha proteobacterium species 16S rRNA gene; clone 98,1
"Uncultured bacterium clone CBNH_072904_B22 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 2A2 16S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_15577 RPS2 gene, encodes complete protein",1
"Uncultured bacterium clone 20-BS117 16S ribosomal RNA gene, partial sequence",1
"Burkholderia lata strain 383 23S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone 1091090251513 16S ribosomal RNA gene, partial sequence",1
"Kodamaea ohmeri 28S rRNA, partial sequence; from TYPE material",2
"Phenylobacterium zucineum HLK1 strain HLK1 5S ribosomal RNA, complete sequence",1
"Pseudomonas sp. strain INV PRT197 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone C 1-68",1
"Unidentified bacterium clone 1952 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone Y4-6 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Jaculus jaculus U1 spliceosomal RNA (LOC123453485), ncRNA",1
"Uncultured bacterium clone B3019 16S ribosomal RNA gene, partial sequence",1
"Methylocystis sp. SC2 strain SC2 23S ribosomal RNA, complete sequence",2
"Uncultured bacterium clone YL914 16S ribosomal RNA gene, partial sequence",1
"Devosia salina strain SCS-3 chromosome, complete genome",1
"Hydrurus foetidus gene for 5S ribosomal RNA, complete sequence",1
"Weissella tructae strain W-1 chromosome, complete genome",7
"Uncultured bacterium clone ASV_594 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IYJT9 23S ribosomal RNA gene, partial sequence",3
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: KaMB8F",1
"Impatiens glandulifera genome assembly, chromosome: 9",1
"Ferrimonas balearica DSM 9799, complete genome",1
"Homo sapiens chromosome unknown clone VMRC59-321N18, complete sequence",2
"Peranema trichophorum strain PtR small subunit ribosomal RNA gene, partial sequence",1
"Salmonella enterica subsp. enterica serovar Infantis strain 91264 chromosome, complete genome",1
"Homo sapiens DNA, chromosome 15, nearly complete genome",1
Psychrobacter sanguinis strain FDAARGOS_1598 chromosome,4
"Uncultured bacterium clone ncm71h02c1 16S ribosomal RNA gene, partial sequence",1
Yersinia pseudotuberculosis strain 598 chromosome,7
"Shinella sp. strain 838_Shilla1 16S ribosomal RNA gene, partial sequence",2
"Ramlibacter sp. strain 21YS07S-S77 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone EBP0984",1
"Flammeovirgaceae bacterium 311, complete genome",1
"Uncultured bacterium clone F5K2Q4C04JM69E 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ncd517b09c1 16S ribosomal RNA gene, partial sequence",1
"Shinella sp. PSBB067 chromosome, complete genome",1
"Homo sapiens BAC clone CH17-42M15 from chromosome 8, complete sequence",1
"Acinetobacter pittii strain AP2044 chromosome, complete genome",1
"Bosea vaviloviae strain S_WE.SI078 16S ribosomal RNA gene, partial sequence",5
"Polynucleobacter alcilacus strain UK-Pondora-W15 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone ML_aaj26f12 16S ribosomal RNA gene, partial sequence",1
"Neisseriaceae bacterium strain RT1T 16S ribosomal RNA gene, partial sequence",2
"Arachidicoccus terrestris strain 5GH13-10 chromosome, complete genome",1
"Uncultured bacterium clone ncd1678e09c1 16S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_10449 XRCC3 gene, encodes complete protein",1
"Ferruginibacter lapsinanis strain KACC 15035 chromosome, complete genome",2
"Uncultured bacterium clone AL59 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone CH17-264B6 from chromosome 7, complete sequence",1
"Uncultured bacterium clone ncm04h03c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04H5YRG 23S ribosomal RNA gene, partial sequence",1
"Vibrio nigripulchritudo strain C30 16S ribosomal RNA gene, partial sequence",1
"Uncultured actinobacterium clone 699 16S ribosomal RNA gene, partial sequence",1
Saccharomyces cerevisiae strain S288C-SK1-cross isolate tetrad 8 spore a chromosome VIII,2
"Uncultured bacterium clone F5K2Q4C04IDTT8 23S ribosomal RNA gene, partial sequence",2
"PREDICTED: Macaca fascicularis LSM14A mRNA processing body assembly factor (LSM14A), transcript variant X5, mRNA",1
"Burkholderia thailandensis USAMRU Malaysia #20 chromosome 2, complete sequence",2
