qseqid,frequency
Uncultured beta proteobacterium CBNPD1 BAC clone 578 genomic sequence,1
"Acinetobacter junii strain ZM06 chromosome, complete genome",1
"Burkholderia ambifaria strain B21-008 chromosome 3, complete sequence",1
"Serratia marcescens strain LVF3 chromosome, complete genome",1
"Escherichia coli strain C16EC0470 chromosome, complete genome",1
"Uncultured bacterium clone T(13N)52 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Macadamia integrifolia 28S ribosomal RNA (LOC122067080), rRNA",1
"Uncultured bacterium clone F5K2Q4C04IWXBT 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone Ecto 16S ribosomal RNA gene, partial sequence",1
"Mesorhizobium ciceri biovar biserrulae WSM1271 chromosome, complete genome",1
"Burkholderia ambifaria strain B21-006 chromosome 3, complete sequence",1
"Homo sapiens chromosome 11, clone CTD-2117H17, complete sequence",1
"Uncultured bacterium clone 87A 16S ribosomal RNA gene, partial sequence",1
Serratia marcescens strain MGH246 chromosome,1
"Bosea sp. (in: a-proteobacteria) strain DN1742 16S ribosomal RNA gene, partial sequence",1
"Oxalobacteraceae bacterium KVD-unk-25 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone D14_15 16S ribosomal RNA gene, partial sequence",1
"Uncultured Burkholderiales bacterium clone OTU275 16S ribosomal RNA gene, partial sequence",1
"Arabidopsis thaliana, partial genome",1
"Kocuria rhizophila strain DC2201 23S ribosomal RNA gene, partial sequence",1
"Lactobacillus kefiranofaciens subsp. kefiranofaciens strain ZW18 16S ribosomal RNA gene, partial sequence",1
"Burkholderia sp. B21-005 chromosome 3, complete sequence",1
"Aquabacterium commune strain S_WE.SI110 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone S61_021 16S ribosomal RNA gene, partial sequence",1
"Klebsiella pneumoniae strain Iaufa_lad1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone B01r2u91 16S ribosomal RNA gene, partial sequence",1
"Sphingopyxis alaskensis strain RB2256 23S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04H52T6 23S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain B16EC0481 chromosome, complete genome",1
Devosia oryziradicis strain G19 chromosome,1
"Uncultured bacterium clone S67_058 16S ribosomal RNA gene, partial sequence",1
"Lysobacter helvus D10 DNA, complete genome",1
"Xanthobacter autotrophicus strain Py2 23S ribosomal RNA gene, complete sequence",1
"Homo sapiens phosphatidylinositol glycan anchor biosynthesis class G (EMM blood group) (PIGG), transcript variant 16, non-coding RNA",1
"Uncultured bacterium clone J3_4_1859 16S ribosomal RNA gene, partial sequence",1
"Ramlibacter tataouinensis strain TTB310 23S ribosomal RNA gene, complete sequence",1
"Homo sapiens cDNA FLJ33922 fis, clone CTONG2016953",1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: ART_eB12",1
"Uncultured bacterium clone A07V1S5 16S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_01446 RPS3A gene, encodes complete protein",1
"Uncultured bacterium clone ncd1419h12c1 16S ribosomal RNA gene, partial sequence",1
"Bordetella pertussis strain FDAARGOS_1543 chromosome, complete genome",1
"Burkholderia territorii strain BD11-27 16S ribosomal RNA gene, partial sequence",1
"Methyloversatilis discipulorum strain S_WO.AB16.054 16S ribosomal RNA gene, partial sequence",1
"Uncultured Burkholderiales bacterium clone R40-64 16S ribosomal RNA gene, partial sequence",1
"Herbaspirillum putei strain 7-2 23S ribosomal RNA gene, partial sequence",1
"Homo sapiens matrin 3 (MATR3), transcript variant 1, mRNA",1
"Uncultured bacterium clone H6 16S ribosomal RNA gene, partial sequence",1
"Chryseobacterium arthrosphaerae strain LMY chromosome, complete genome",1
"Pseudomonas wenzhouensis strain A20 chromosome, complete genome",1
"Uncultured bacterium clone 8LP_002b_f12 16S ribosomal RNA gene, partial sequence",1
